1.715541577337023060e+00 9.564115439312719236e-01 1.220473461247314706e+00 9.074123458673790665e+00 9.388448051752003920e+00 1.038552377641902957e+01 7.858519072730814514e+00 8.632266111457697733e+00 7.931552823334532043e+00 7.020155870369901407e+00 7.421982802558962256e+00 8.648813560922675947e+00 7.075421620807271772e+00 7.925988097059823545e+00 7.156451584763150464e+00 5.534564569085900665e+00 6.036111765579974531e+00 7.493383250354407998e+00 4.894988445899540075e+00 6.059753137549169111e+00 5.011399012088539884e+00 5.098091021485590346e+00 5.630804261652946785e+00 7.173158976151301047e+00 3.570360402234345365e+00 5.044075255536141000e+00 3.732135524270789428e+00 2.708733406949085154e+00 3.655393748651161623e+00 5.720118113696341489e+00 9.467594099599855539e+00 9.427162584394627842e+00 1.010051262429036356e+01 7.817612406584122375e+00 8.204119302694531157e+00 8.296713556090145048e+00 6.875437196032046394e+00 6.819654902882770209e+00 7.723771997881087259e+00 7.422325555542481190e+00 7.828373167250396669e+00 7.925358587766928586e+00 5.855854733563068848e+00 5.790258285985609099e+00 6.831987404794010565e+00 4.436627562296614258e+00 5.086862876056026828e+00 5.234888367363911499e+00 5.943419703023840484e+00 5.872469746067407570e+00 6.904464334892895572e+00 3.766697176306452288e+00 4.511835428581587593e+00 4.685529606065893304e+00 2.727957035575523825e+00 2.620557923616648299e+00 4.445198670834521693e+00 9.259371285869088197e+00 9.554914884514721152e+00 1.052472076645912580e+01 7.832461510456274034e+00 8.594437211756334349e+00 7.921076942064063431e+00 6.731375139524315543e+00 7.132450708539806783e+00 8.387204651811293488e+00 7.369852982046928069e+00 8.175061507476808487e+00 7.463962726749510779e+00 5.596627243314494571e+00 6.073111092459448024e+00 7.507065145778940796e+00 4.565811703156733792e+00 5.776117570022791803e+00 4.716210673623793426e+00 5.598502807324917896e+00 6.067948563953718732e+00 7.505836248360936658e+00 3.784779303841902198e+00 5.178603379053563494e+00 3.970487665329410998e+00 2.312130971240383026e+00 3.344187464001830978e+00 5.504949809802628380e+00
1.863316771301111618e+00 9.556795212057229705e-01 1.416589422191200764e+00 9.114135727543505539e+00 9.409861304813636806e+00 1.038924522673297979e+01 7.904898550277099645e+00 8.655743561818706411e+00 7.997865329229606246e+00 7.095227516698107806e+00 7.471296623040340812e+00 8.672439093750904604e+00 7.094545585996048231e+00 7.922566035671081863e+00 7.197986232697031639e+00 5.588466430720148814e+00 6.058793342162282158e+00 7.489986873713131210e+00 4.956188999389450345e+00 6.082621549583863363e+00 5.103159622428932174e+00 5.111867253470790295e+00 5.614336864436440422e+00 7.137376595435258153e+00 3.590989352519998956e+00 5.025943789473474865e+00 3.794813230344149968e+00 2.796963677233760492e+00 3.676490177123964198e+00 5.705446945180193019e+00 9.534645439554267909e+00 9.450075004365045217e+00 1.008024184839599968e+01 7.857621631998387812e+00 8.191039296579280204e+00 8.384760714033586027e+00 6.934942067068045723e+00 6.818201771999858884e+00 7.667805001284983213e+00 7.472397618462498059e+00 7.822252438707217870e+00 8.024881350422322868e+00 5.935610748111267654e+00 5.798786845815770086e+00 6.777410052316077405e+00 4.469578599403863706e+00 5.032697080364166631e+00 5.342202483639216126e+00 6.031948177014371026e+00 5.891119728975978020e+00 6.859186126786982030e+00 3.821858602770647373e+00 4.464656110561148417e+00 4.818177957461824867e+00 2.839740076219829490e+00 2.576673601036227890e+00 4.324562388646277178e+00 9.219107046888707302e+00 9.519638132486813120e+00 1.049609415701107373e+01 7.809600260254105919e+00 8.577755389187430524e+00 7.893967902361967326e+00 6.728231952777044889e+00 7.134471293787228774e+00 8.393161682061117901e+00 7.322998071481107374e+00 8.137218938107110944e+00 7.412905892662877250e+00 5.563191122687230816e+00 6.048195673012737750e+00 7.491672261811445743e+00 4.567266151163187793e+00 5.783420388259355782e+00 4.710073578419025075e+00 5.535229808911188876e+00 6.015531289702847673e+00 7.468233504304147452e+00 3.741851326454861404e+00 5.153968288783604912e+00 3.920353758222720142e+00 2.309790440159670055e+00 3.352369117365956441e+00 5.516339332929583783e+00
1.985596491294492116e+00 9.829797022090542846e-01 1.576050195314222524e+00 9.153845049297098413e+00 9.430156909446894886e+00 1.039113787063745953e+01 7.953924674096619185e+00 8.680803738331952957e+00 8.067613403046715703e+00 7.177386506438259595e+00 7.526609941603856768e+00 8.700445053148545327e+00 7.111626596007555534e+00 7.916228184133969670e+00 7.238556564734298426e+00 5.645240463135473341e+00 6.083068307759663007e+00 7.486762113669501062e+00 5.025303930069404679e+00 6.111064998165704587e+00 5.203378507218843652e+00 5.122046832037852937e+00 5.592965512497998226e+00 7.096315577249153961e+00 3.613139988394305835e+00 5.007081191598653724e+00 3.860282563629896746e+00 2.896109104410434121e+00 3.705522003037494017e+00 5.694430873439592311e+00 9.588344450923214524e+00 9.470117261688685062e+00 1.006691594030013803e+01 7.891640735676580753e+00 8.184205398959205624e+00 8.455038161384607065e+00 6.984681077468104959e+00 6.821476482003364872e+00 7.628382331363577684e+00 7.513278877391615040e+00 7.820011764749590810e+00 8.103026366669368485e+00 6.000056724855274304e+00 5.809255747689630489e+00 6.738481130121238394e+00 4.500580940958400333e+00 4.995843604185483677e+00 5.428158584234436645e+00 6.101746244319571133e+00 5.908056354103690566e+00 6.826404483306274251e+00 3.868672128679167432e+00 4.432264456623046911e+00 4.921671791786201844e+00 2.930519138123141687e+00 2.551179308952234326e+00 4.234666677750327679e+00 9.179820536770094463e+00 9.484754214023787711e+00 1.046732663501636473e+01 7.787231874414424659e+00 8.560893268929650191e+00 7.868034780224601121e+00 6.725645010625597386e+00 7.136228571317555058e+00 8.398221395377118981e+00 7.277045742677518803e+00 8.099586905338444609e+00 7.363449312513056455e+00 5.531027134957936298e+00 6.023596814261143351e+00 7.475833262216192487e+00 4.569139890059833675e+00 5.790073629155763513e+00 4.705531890431090325e+00 5.473519897643013721e+00 5.963817686795178652e+00 7.430618215931833248e+00 3.700141699376524596e+00 5.129362206466413276e+00 3.872667390134866494e+00 2.309943673172572876e+00 3.360560078216724200e+00 5.526721411578567889e+00
2.077256683169656171e+00 1.023360239928735593e+00 1.699322767305258219e+00 9.193671068110115030e+00 9.450095957679000236e+00 1.039220602833306017e+01 8.003327776412820782e+00 8.705770324050019937e+00 8.138118827224690932e+00 7.260516385528235972e+00 7.582600087388230214e+00 8.728657205506525685e+00 7.128854950067227136e+00 7.909346011997894443e+00 7.279855455187691504e+00 5.703153815883278632e+00 6.107920214636075151e+00 7.483336279651008560e+00 5.095932912361091027e+00 6.140497836958660471e+00 5.305115907933868336e+00 5.133303509391295982e+00 5.571518986933634565e+00 7.054223104308864123e+00 3.637438623563839180e+00 4.988679914278424832e+00 3.928196536633700831e+00 2.997525695874349250e+00 3.737223683194919044e+00 5.684328789181533281e+00 9.625801835918190719e+00 9.483450887387249395e+00 1.005626790931402148e+01 7.915938042739091074e+00 8.179138557288597511e+00 8.505218621377581556e+00 7.021482265094529218e+00 6.825026955855705069e+00 7.600899715071236074e+00 7.541298632081414155e+00 7.817123352044152540e+00 8.157686789720294485e+00 6.045979497351690490e+00 5.816669823147691432e+00 6.710166269320754218e+00 4.524686303510111252e+00 4.970816692256213365e+00 5.490851923528443201e+00 6.150026419394797550e+00 5.918623045810148753e+00 6.801261235484635570e+00 3.901960514441554118e+00 4.408642236055676733e+00 4.994864151953485099e+00 2.997174649143756309e+00 2.536007657986071084e+00 4.170699581757596697e+00 9.141291666240936920e+00 9.450030664619772480e+00 1.043819202669317647e+01 7.765268935644018988e+00 8.543753494757032385e+00 7.843212598034940086e+00 6.723736040831094662e+00 7.137821276954124272e+00 8.402455938926784995e+00 7.231663079274436079e+00 8.061840548437807286e+00 7.315294464834413368e+00 5.499974693935509862e+00 5.999132259660475697e+00 7.459380744590398571e+00 4.571521932999337956e+00 5.796131030281234331e+00 4.702700819634394236e+00 5.412904442949459494e+00 5.912329291637011153e+00 7.392577089630245624e+00 3.659303122488351878e+00 5.104481838409261840e+00 3.827175405126606478e+00 2.312635588319958746e+00 3.368750825263572501e+00 5.536076166051276282e+00
2.131630850312971059e+00 1.058681540637220753e+00 1.786327416123371092e+00 9.231289193584176545e+00 9.468425374675137007e+00 1.039222615563811658e+01 8.048046324190114120e+00 8.727077629016198657e+00 8.203238335326238584e+00 7.335115599847421564e+00 7.631402214752737834e+00 8.751319052432609880e+00 7.146138194789476650e+00 7.903045324784238268e+00 7.320475438718785810e+00 5.757057435940082790e+00 6.130096999307679262e+00 7.478326993055198102e+00 5.158581264149862733e+00 6.164559592169013058e+00 5.397502219424647585e+00 5.147676963230112257e+00 5.553624216672297997e+00 7.015332735935623454e+00 3.661463720083677043e+00 4.970994137917082334e+00 3.993888205916385381e+00 3.088743847714471968e+00 3.764128907058045481e+00 5.671907042547417177e+00 9.644792958858474208e+00 9.487363194451765125e+00 1.004544639218720903e+01 7.927825391400342703e+00 8.172814520336858735e+00 8.533395263457800084e+00 7.042987593273540625e+00 6.825811556378993394e+00 7.582389876421946617e+00 7.553772874965795303e+00 7.810503594126695148e+00 8.187057098398728527e+00 6.070938013258660781e+00 5.817586915983380180e+00 6.689189065939907586e+00 4.538455303139605768e+00 4.953994174995870026e+00 5.528652261127299461e+00 6.174585086829235792e+00 5.919571737402884892e+00 6.780573487597195914e+00 3.918097817966902596e+00 4.389769211783917768e+00 5.036525515033355660e+00 3.037451745384937674e+00 2.525600189763217873e+00 4.129707809195343415e+00 9.103507683202888501e+00 9.415431380675343576e+00 1.040863828908782018e+01 7.743855996649085860e+00 8.526444602419287477e+00 7.819671233551318323e+00 6.722883739800578518e+00 7.139584142297575653e+00 8.406132563420946724e+00 7.186703660382624648e+00 8.023818378019532460e+00 7.268332821641357633e+00 5.470111130128437082e+00 5.974831522480529955e+00 7.442312454532260979e+00 4.574764695059846176e+00 5.801846591944069154e+00 4.701959646696045603e+00 5.353065538069004425e+00 5.860721106756488830e+00 7.353802211977556347e+00 3.619197690944914836e+00 5.079169625918196651e+00 3.783835494225139762e+00 2.318228903116343442e+00 3.377145038352069584e+00 5.544504851499095111e+00
2.144284503032421796e+00 1.076425083061985255e+00 1.836082520011015351e+00 9.263014109499078330e+00 9.482623745803849147e+00 1.038988845896230018e+01 8.082986413127329683e+00 8.741158238610259090e+00 8.256778735872785546e+00 7.393381241061899978e+00 7.666733912650810723e+00 8.764042330602073605e+00 7.161276245292176768e+00 7.896648368707385401e+00 7.356874553758954605e+00 5.801279373799369310e+00 6.145857554855466809e+00 7.470019690052295935e+00 5.205668268009497446e+00 6.178362251777084424e+00 5.471627532546509798e+00 5.163677904243543892e+00 5.539833639093687090e+00 6.981609608927227484e+00 3.681125909309542088e+00 4.953138917670793617e+00 4.051200411926940248e+00 3.160131911158299278e+00 3.780367673157863706e+00 5.654979983614088823e+00 9.643617822024989295e+00 9.480040025438183804e+00 1.003273924195924671e+01 7.925505384694278455e+00 8.163447943637846649e+00 8.538049535242226540e+00 7.047624851778860666e+00 6.822082544065485088e+00 7.571361043516681377e+00 7.548740231027228020e+00 7.798187340734768824e+00 8.189513620414890838e+00 6.073088543369263625e+00 5.809836369660938971e+00 6.673746807863930819e+00 4.539777450705045680e+00 4.943462959059873540e+00 5.540237681305920425e+00 6.173522111816073910e+00 5.908650456208845547e+00 6.762430206055955573e+00 3.914538846881583822e+00 4.373270087366431191e+00 5.045268382820680131e+00 3.049690724863097113e+00 2.516768315485157892e+00 4.110426862700393258e+00 9.066611879064968349e+00 9.381021715853876231e+00 1.037866045849776242e+01 7.723201150105439616e+00 8.509078057984954313e+00 7.797702673693962971e+00 6.723466806031022536e+00 7.141787126449583134e+00 8.409408293036081616e+00 7.142189001396350712e+00 7.985451591710890362e+00 7.222686114875199515e+00 5.441652319332887622e+00 5.950772843271788126e+00 7.424602474993796442e+00 4.579177604126530632e+00 5.807360925758359826e+00 4.703743032147695402e+00 5.293953199651087793e+00 5.808814233263531968e+00 7.314057703313256553e+00 3.579839011865616705e+00 5.053286613696871044e+00 3.742874995730955501e+00 2.327113302971301145e+00 3.385837362535004225e+00 5.551960363739729232e+00
2.113980555320932542e+00 1.070867314600646436e+00 1.847639732351250563e+00 9.285562817379945599e+00 9.490262648799820511e+00 1.038370837999440255e+01 8.104670378027535094e+00 8.745601490261602606e+00 8.294499507435332930e+00 7.430960856266300318e+00 7.685218770800086752e+00 8.764639304193812208e+00 7.171584532535888457e+00 7.888693693970948217e+00 7.385435995909517715e+00 5.831695307691066255e+00 6.152404283647328498e+00 7.457103529320415980e+00 5.233122967352190180e+00 6.179436825586777537e+00 5.522555217813308381e+00 5.178295712297145137e+00 5.528790192950894244e+00 6.953155980784192280e+00 3.692756690732276859e+00 4.933922666996209294e+00 4.095209842419677670e+00 3.206761973174342195e+00 3.782870210183927551e+00 5.632730687859840657e+00 9.621151092820131367e+00 9.460366296823078613e+00 1.001715609535386164e+01 7.907943450742298097e+00 8.150092287893739851e+00 8.518217885861455230e+00 7.034593978957776272e+00 6.813038570856692289e+00 7.567191046656613018e+00 7.524928768322728168e+00 7.779009425973079317e+00 8.163885061611475535e+00 6.051284225647395765e+00 5.792238159706574407e+00 6.662950447615531679e+00 4.527688807605267485e+00 4.938461361553920348e+00 5.524892059523516252e+00 6.145470430445499233e+00 5.884457013141740411e+00 6.745753120379369250e+00 3.889763517129929848e+00 4.357965930847096381e+00 5.020036706643089985e+00 3.033065248736664277e+00 2.508280533606638052e+00 4.112512560851455667e+00 9.030764169016539000e+00 9.346876360434912101e+00 1.034825593679350320e+01 7.703440295954852246e+00 8.491692678252904969e+00 7.777534610822441685e+00 6.725681322348687985e+00 7.144521360500925233e+00 8.412282015409314084e+00 7.098211180242244289e+00 7.946725999294867115e+00 7.178555160233568877e+00 5.414789498823199487e+00 5.927001057653861871e+00 7.406189625816706368e+00 4.584881525730081009e+00 5.812657804613479584e+00 4.708310825994922233e+00 5.235689812746644023e+00 5.756573503525686419e+00 7.273214207304153689e+00 3.541301302681261198e+00 5.026724892029300840e+00 3.704599912715406784e+00 2.339470176008448199e+00 3.394777676226971685e+00 5.558298598368568655e+00
2.042750064562476098e+00 1.042551268537427855e+00 1.820743671767390826e+00 9.297219750056141763e+00 9.489980543460033502e+00 1.037275626510962567e+01 8.112079196726570629e+00 8.739778007850828700e+00 8.315097215884609483e+00 7.447471220162518613e+00 7.686758953522934590e+00 8.753319657689075939e+00 7.175163837791928678e+00 7.877871973553898677e+00 7.403917133167078113e+00 5.846838713273780463e+00 6.148736339562219655e+00 7.439173367624523969e+00 5.240797407431429633e+00 6.167969536102541284e+00 5.549862185801372583e+00 5.188748988014162400e+00 5.518517773873976573e+00 6.928953569986595618e+00 3.694496881238499064e+00 4.912580122115261183e+00 4.123755294281415296e+00 3.228687545613232235e+00 3.771704242044966460e+00 5.605740783154086415e+00 9.577002278426377302e+00 9.427962608621228924e+00 9.998344312778041143e+00 7.874943575744654645e+00 8.132570029264488909e+00 8.473705120114223277e+00 7.003991525357309733e+00 6.798779566646723893e+00 7.569928245574987891e+00 7.481882625478229798e+00 7.752581929987067966e+00 8.109716996475340167e+00 6.005270489678297352e+00 5.764614467835381895e+00 6.656665081711563126e+00 4.502437244425957275e+00 4.939220596381883155e+00 5.482780615844665029e+00 6.089844553943064120e+00 5.846512750589448970e+00 6.730198995574350640e+00 3.843422846663245185e+00 4.343796162827394447e+00 4.960467683312331566e+00 2.987870202154371491e+00 2.500832047155906235e+00 4.136223057559033300e+00 8.996116480498292489e+00 9.313116448604569442e+00 1.031751284239908273e+01 7.684658834435332153e+00 8.474341483672580111e+00 7.759278548753936633e+00 6.729541353141534010e+00 7.147779590769289371e+00 8.414730319268645786e+00 7.054936464348350533e+00 7.907756362978124010e+00 7.136143966560652530e+00 5.389658671340328944e+00 5.903596094596072597e+00 7.387109049955266293e+00 4.591861548567094609e+00 5.817703555651318581e+00 4.715677541636726033e+00 5.178517278717817973e+00 5.704156516632936658e+00 7.231363660809418725e+00 3.503743702356095113e+00 4.999536322969460045e+00 3.669262659622366307e+00 2.355232657007158004e+00 3.403913226977003603e+00 5.563464953864812657e+00
1.936586570916466910e+00 9.987311830442670013e-01 1.756341214338774215e+00 9.298941871830418648e+00 9.482357053193949170e+00 1.035725720215337731e+01 8.107623993353971770e+00 8.725525611522666480e+00 8.321372478088997937e+00 7.447478691633834913e+00 7.675266393482119476e+00 8.733120615119030816e+00 7.171914042607176576e+00 7.863687520131698250e+00 7.412693446786668083e+00 5.849040197251512474e+00 6.136452279423348699e+00 7.417123973949808935e+00 5.233299039179111212e+00 6.147247287461437892e+00 5.558695164781120468e+00 5.193703354802717165e+00 5.507186794662952245e+00 6.907140178879027204e+00 3.687348487781702211e+00 4.889172635045421877e+00 4.138751038416905281e+00 3.231845047309509500e+00 3.750567738709035037e+00 5.575969950215477589e+00 9.511770796313955501e+00 9.383355233968870834e+00 9.976664327558285805e+00 7.827314079341712194e+00 8.111526999709241181e+00 8.405338921274084996e+00 6.956956189556896319e+00 6.780325301093894197e+00 7.580190422844073517e+00 7.420218408439337665e+00 7.719434292698721833e+00 8.027609726049591998e+00 5.935956548014650558e+00 5.727927365562346829e+00 6.655496041849999322e+00 4.465595799332156446e+00 4.946874812784734843e+00 5.415202907356011508e+00 6.007201005915899117e+00 5.795505136408560354e+00 6.716244042263577185e+00 3.776636802658418279e+00 4.331884473129101742e+00 4.867277381466254660e+00 2.915838980208098175e+00 2.497029737683754469e+00 4.182175829779517962e+00 8.962702142718008247e+00 9.279816095743385063e+00 1.028653735950776671e+01 7.666818110698987887e+00 8.457039253349897479e+00 7.742841295084769371e+00 6.734843351249752530e+00 7.151438459331730613e+00 8.416705775737916895e+00 7.012486043124150470e+00 7.868695793787558124e+00 7.095523369233519340e+00 5.366239124181944042e+00 5.880601959802839396e+00 7.367451627758949684e+00 4.599945069679637122e+00 5.822448594382692910e+00 4.725567269905063483e+00 5.122641470865201718e+00 5.651795974595065886e+00 7.188741836787295725e+00 3.467297573660933274e+00 4.971877685868387964e+00 3.636914225303643278e+00 2.374053387808707338e+00 3.413192667054409934e+00 5.567516420719475612e+00
1.805663292946944276e+00 9.548586035330051125e-01 1.655419259168202872e+00 9.295482385809034298e+00 9.470657096050622670e+00 1.033893635419529033e+01 8.098191259117927032e+00 8.707727010351725028e+00 8.321646295849758346e+00 7.441838350088841203e+00 7.659524206825186532e+00 8.710256608164193892e+00 7.164359711132531672e+00 7.846773737534045168e+00 7.416006032526875735e+00 5.845669728093181305e+00 6.120392766484272329e+00 7.393204090322409883e+00 5.221059680441701545e+00 6.123991525491279120e+00 5.561345124222197178e+00 5.194192321913774002e+00 5.493370205675292439e+00 6.884694973433754583e+00 3.675945759970215221e+00 4.864450050192724362e+00 4.147619420089553088e+00 3.229498838550960205e+00 3.727120175775661792e+00 5.546292781035725206e+00 9.426608414477710696e+00 9.327755678707177367e+00 9.953190941258636570e+00 7.766587915026391009e+00 8.088412740813922142e+00 8.314460685465173029e+00 6.895335597892897184e+00 6.759566022262153417e+00 7.599389233406852462e+00 7.341245445874903020e+00 7.680912544776564488e+00 7.918601729149598256e+00 5.844929015644671821e+00 5.684124822668569443e+00 6.660950300908722532e+00 4.419846193762175801e+00 4.963625006025433883e+00 5.324040667089798617e+00 5.898639136813506489e+00 5.733027599616541181e+00 6.705252255037686737e+00 3.691604787934239074e+00 4.324597384856535776e+00 4.741491117659085042e+00 2.819637669418891601e+00 2.501386561220395599e+00 4.251816535633798466e+00 8.930394378028832847e+00 9.246919473461472805e+00 1.025534020617210018e+01 7.649623974850593200e+00 8.439595894631802153e+00 7.727847009686525936e+00 6.740984784481862668e+00 7.155029829858712276e+00 8.417893730727241675e+00 6.970903825858881575e+00 7.829657212001748690e+00 7.056654490471103713e+00 5.344265713684902330e+00 5.857879481520594567e+00 7.347192321946459437e+00 4.608566061057278063e+00 5.826569577994069604e+00 4.737272800635508041e+00 5.068294859287588494e+00 5.599789484129737538e+00 7.145665049375109490e+00 3.431972787571311301e+00 4.943868688639392772e+00 3.607420465035507728e+00 2.395086177419718521e+00 3.422283717572959461e+00 5.570375809969556613e+00
