1.5834,4.1994,14.248,2.7823,4.4276,14.24,1.5374,3.2684,14.462
1.5699,4.1195,14.244,2.9419,4.4717,14.263,1.599,3.2071,14.527
1.5586,4.0413,14.239,3.0647,4.5036,14.283,1.6641,3.1311,14.595
1.5494,3.9642,14.234,3.1532,4.5223,14.297,1.7312,3.0528,14.662
1.5424,3.8872,14.229,3.2085,4.5272,14.304,1.7969,2.9857,14.722
1.538,3.8101,14.224,3.2305,4.5174,14.303,1.8571,2.9378,14.768
1.5362,3.7327,14.22,3.2191,4.4918,14.293,1.9089,2.9113,14.798
1.5372,3.6553,14.217,3.1745,4.4498,14.275,1.951,2.9038,14.809
1.5408,3.5783,14.214,3.0975,4.391,14.248,1.9845,2.9082,14.807
1.5468,3.5026,14.212,2.989,4.3153,14.213,2.0143,2.9132,14.8
1.5544,3.4288,14.208,2.8499,4.2231,14.17,2.049,2.9047,14.8
1.5634,3.3576,14.204,2.6797,4.1146,14.12,2.0944,2.8741,14.817
1.5741,3.2887,14.199,2.4765,3.989,14.064,2.1457,2.8242,14.848
1.5871,3.2214,14.193,2.2432,3.8483,14.005,2.1916,2.7637,14.884
1.5997,3.1524,14.19,2.0298,3.7347,13.933,2.2236,2.7024,14.911
1.6057,3.0724,14.192,1.9388,3.7852,13.791,2.2392,2.6508,14.92
1.6105,2.9881,14.197,1.8811,3.8861,13.629,2.2427,2.6146,14.908
1.6153,2.904,14.202,1.8286,3.9663,13.488,2.2431,2.5923,14.881
1.6193,2.8209,14.206,1.7814,4.0221,13.373,2.2527,2.5775,14.855
1.6219,2.7388,14.208,1.7415,4.0568,13.286,2.2838,2.5639,14.844
1.6229,2.6579,14.207,1.7113,4.0686,13.235,2.3377,2.5513,14.85
1.6233,2.5782,14.204,1.6929,4.0544,13.232,2.4008,2.5419,14.861
1.6241,2.4996,14.201,1.6858,4.0118,13.277,2.4566,2.536,14.863
1.6261,2.4226,14.198,1.6864,3.94,13.361,2.4941,2.5314,14.849
1.6297,2.3473,14.194,1.6906,3.8394,13.47,2.5076,2.5249,14.817
1.6349,2.274,14.191,1.6948,3.7105,13.592,2.4968,2.5135,14.766
1.6415,2.203,14.187,1.6963,3.5524,13.722,2.4666,2.4944,14.704
1.6489,2.1345,14.183,1.692,3.3635,13.855,2.4293,2.4659,14.638
1.6561,2.0688,14.178,1.6764,3.1404,13.987,2.4069,2.4283,14.586
1.6622,2.0049,14.172,1.6395,2.8982,14.109,2.424,2.3796,14.559
1.6679,1.9382,14.166,1.5643,2.7194,14.207,2.4875,2.311,14.557
1.5912,4.2973,14.307,2.6418,4.422,14.247,1.1835,3.2186,14.316
1.5828,4.3121,14.362,2.6794,4.4576,14.281,0.9134,3.1578,14.23
1.5744,4.3259,14.416,2.6871,4.4757,14.315,0.67468,3.13,14.147
1.5661,4.3393,14.469,2.6629,4.4775,14.352,0.46485,3.1271,14.063
1.558,4.3522,14.522,2.6084,4.4654,14.39,0.28232,3.1462,13.981
1.5496,4.3644,14.573,2.5322,4.4426,14.43,0.12698,3.1869,13.897
1.5394,4.3758,14.623,2.455,4.413,14.47,-0.00017,3.2497,13.815
1.5253,4.3861,14.672,2.41,4.3792,14.505,-0.097569,3.3351,13.734
1.5062,4.3956,14.719,2.4171,4.3406,14.531,-0.16418,3.4429,13.656
1.4831,4.4043,14.765,2.4543,4.2968,14.553,-0.19912,3.5717,13.584
1.4582,4.4122,14.809,2.4883,4.2504,14.576,-0.20234,3.7195,13.518
1.4328,4.4191,14.851,2.4987,4.2052,14.605,-0.17425,3.8827,13.463
1.4075,4.4252,14.89,2.477,4.1644,14.641,-0.1158,4.0574,13.419
1.3826,4.4304,14.926,2.4213,4.1299,14.686,-0.028488,4.2389,13.389
1.3579,4.435,14.96,2.3348,4.1024,14.736,0.085454,4.4225,13.376
1.333,4.4392,14.991,2.228,4.0801,14.791,0.22324,4.6035,13.38
1.3065,4.4438,15.021,2.1228,4.0557,14.842,0.38257,4.7775,13.404
1.2769,4.4498,15.049,2.0499,4.0149,14.884,0.56123,4.9406,13.45
1.2434,4.4581,15.075,2.02,3.9495,14.913,0.757,5.0889,13.522
1.2079,4.4681,15.099,2.0095,3.8721,14.935,0.96664,5.2184,13.62
1.1723,4.4789,15.122,1.9922,3.801,14.954,1.1853,5.3249,13.747
1.1378,4.49,15.141,1.9548,3.7486,14.975,1.4064,5.4046,13.903
1.1053,4.5013,15.158,1.8928,3.7207,14.999,1.6217,5.4546,14.09
1.0752,4.5128,15.173,1.8064,3.7185,15.027,1.8222,5.4729,14.307
1.0477,4.5249,15.185,1.7002,3.7382,15.059,1.9986,5.4588,14.549
1.0229,4.5383,15.196,1.5841,3.7683,15.093,2.1426,5.4132,14.812
1.0002,4.5544,15.205,1.4753,3.785,15.127,2.2473,5.3385,15.087
0.97881,4.5747,15.215,1.3889,3.7604,15.156,2.3082,5.2378,15.366
0.95938,4.5989,15.224,1.3196,3.6967,15.182,2.3227,5.1155,15.639
0.94281,4.6246,15.235,1.2514,3.6247,15.208,2.2908,4.977,15.897
0.92949,4.6498,15.246,1.1754,3.5705,15.232,2.2144,4.8285,16.133
0.91931,4.6731,15.26,1.0899,3.5477,15.256,2.0968,4.6762,16.34
0.91195,4.694,15.275,0.9961,3.5617,15.277,1.9425,4.5264,16.513
0.90688,4.7119,15.293,0.89656,3.6123,15.295,1.7572,4.3847,16.649
0.90352,4.727,15.313,0.79406,3.6939,15.308,1.5473,4.2565,16.744
